time, qType, question, expectedAns, qAns
823ms,1,"H H",,,True,True,True
874ms,1,"m G",,,False,False,True
706ms,1,"P h",,,False,False,True
700ms,1,"F F",,,True,True,True
681ms,1,"R R",,,True,True,True
628ms,1,"F b",,,False,False,True
1486ms,1,"f g",,,False,False,True
872ms,1,"g t",,,False,False,True
776ms,1,"F F",,,True,True,True
1019ms,1,"e e",,,True,True,True
